n_transforms,pad,pad_mode,levels,masking_mode,z_score_mode,image_auroc,image_ap,image_f1,image_threshold
8,0,-,2,zero,mean,0.501358695652174,0.38696625651408606,0.4444444409876544,4772.51708984375
8,0,-,2,zero,max,0.4891304347826087,0.38394922680648386,0.4444444409876544,1077646.25
8,0,-,2,zero,topk_0.1,0.5,0.3866505999484295,0.4444444409876544,44439.52734375
8,0,-,2,zero,topk_0.05,0.5,0.3866505999484295,0.4444444409876544,82920.75
8,0,-,2,mean_impute,mean,0.7567934782608696,0.5969236133448594,0.555555550617284,1.5055614709854126
8,0,-,2,mean_impute,max,0.7907608695652175,0.5696645642369326,0.5806451562955255,41.00053405761719
8,0,-,2,mean_impute,topk_0.1,0.7608695652173914,0.620148427960928,0.624999995,6.936544418334961
8,0,-,2,mean_impute,topk_0.05,0.7690217391304348,0.6267889676258036,0.647058818546713,9.949719429016113
8,64,reflect,0,zero,mean,0.4605978260869565,0.24188149034325027,0.43243242904309714,13.725456237792969
8,64,reflect,0,zero,max,0.42663043478260865,0.22957026888846838,0.4155844122921235,2511.37890625
8,64,reflect,0,zero,topk_0.1,0.4266304347826087,0.23104748745704573,0.4210526282548477,90.34898376464844
8,64,reflect,0,zero,topk_0.05,0.4320652173913044,0.23248754442975772,0.4155844122921235,145.4190673828125
8,64,reflect,0,mean_impute,mean,0.6385869565217391,0.3801723837940988,0.47999999564800006,2.361513376235962
8,64,reflect,0,mean_impute,max,0.5434782608695652,0.39144548063539925,0.490566033520826,177.735107421875
8,64,reflect,0,mean_impute,topk_0.1,0.6304347826086956,0.3669393936010642,0.4999999962500001,14.122748374938965
8,64,reflect,0,mean_impute,topk_0.05,0.6209239130434783,0.3586646888816072,0.5079365041471403,22.698902130126953
8,64,reflect,1,zero,mean,0.3994565217391305,0.21677556984950808,0.42424242056932976,447.6390380859375
8,64,reflect,1,zero,max,0.39945652173913043,0.21602999044949717,0.4210526282548477,45706.7109375
8,64,reflect,1,zero,topk_0.1,0.4008152173913043,0.2170226054226306,0.42424242056932976,3733.376220703125
8,64,reflect,1,zero,topk_0.05,0.4008152173913044,0.2169356787571266,0.42424242056932976,6489.60791015625
8,64,reflect,1,mean_impute,mean,0.5679347826086957,0.30329613830621716,0.49180327481859726,1.8897303342819214
8,64,reflect,1,mean_impute,max,0.5230978260869565,0.2777861866895166,0.45283018446422224,156.9385986328125
8,64,reflect,1,mean_impute,topk_0.1,0.5407608695652174,0.2742499701954737,0.48387096391259105,10.446551322937012
8,64,reflect,1,mean_impute,topk_0.05,0.5217391304347826,0.26393536922969757,0.45901638957269564,17.82568359375
8,64,reflect,2,zero,mean,0.5258152173913044,0.41930551450448855,0.43835616096078067,4820.99462890625
8,64,reflect,2,zero,max,0.5258152173913043,0.42151772493973094,0.43835616096078067,1111473.5
8,64,reflect,2,zero,topk_0.1,0.5258152173913044,0.41930551450448855,0.43835616096078067,44427.97265625
8,64,reflect,2,zero,topk_0.05,0.5271739130434783,0.4202524842014582,0.43835616096078067,82700.9921875
8,64,reflect,2,mean_impute,mean,0.7445652173913044,0.5761857462886648,0.624999995,1.6035408973693848
8,64,reflect,2,mean_impute,max,0.6467391304347826,0.4029346316194279,0.5384615342011835,70.91014862060547
8,64,reflect,2,mean_impute,topk_0.1,0.7730978260869565,0.5834067360683479,0.6111111061728396,7.995889186859131
8,64,reflect,2,mean_impute,topk_0.05,0.797554347826087,0.5957721708260503,0.6285714236081633,12.447066307067871
8,64,replicate,0,zero,mean,0.3695652173913043,0.21273164951356532,0.4102564069953978,11.72101879119873
8,64,replicate,0,zero,max,0.2866847826086956,0.1942513187672816,0.4155844122921235,2126.28466796875
8,64,replicate,0,zero,topk_0.1,0.328804347826087,0.20202561481696557,0.4102564069953978,77.42167663574219
8,64,replicate,0,zero,topk_0.05,0.31521739130434784,0.20013139778010164,0.4102564069953978,124.9305191040039
8,64,replicate,0,mean_impute,mean,0.5842391304347827,0.33108857855776297,0.4637681123797522,2.049910306930542
8,64,replicate,0,mean_impute,max,0.46875000000000006,0.2461705890775688,0.4313725447135718,146.33187866210938
8,64,replicate,0,mean_impute,topk_0.1,0.5597826086956521,0.3002087089826436,0.4848484811753903,12.739352226257324
8,64,replicate,0,mean_impute,topk_0.05,0.5285326086956522,0.27859697926543864,0.4637681123797522,19.622119903564453
8,64,replicate,1,zero,mean,0.39266304347826086,0.21422702714018294,0.4347826051333754,167.19386291503906
8,64,replicate,1,zero,max,0.3953804347826087,0.21617234883108236,0.4347826051333754,29251.52734375
8,64,replicate,1,zero,topk_0.1,0.3913043478260869,0.2138263317389995,0.4347826051333754,1358.22314453125
8,64,replicate,1,zero,topk_0.05,0.3940217391304348,0.21494033684569075,0.4347826051333754,2386.60791015625
8,64,replicate,1,mean_impute,mean,0.6209239130434783,0.3136691126426415,0.519999995648,1.7606782913208008
8,64,replicate,1,mean_impute,max,0.6616847826086957,0.34436040584406574,0.5641025592636425,154.48883056640625
8,64,replicate,1,mean_impute,topk_0.1,0.6073369565217391,0.30460651908882663,0.5116279023039481,10.895691871643066
8,64,replicate,1,mean_impute,topk_0.05,0.6059782608695652,0.3035364378896693,0.5185185143484226,15.380101203918457
8,64,replicate,2,zero,mean,0.6494565217391305,0.5123470053246075,0.47999999564800006,8856.1240234375
8,64,replicate,2,zero,max,0.6413043478260869,0.5150986943999694,0.4615384568047337,5272646.5
8,64,replicate,2,zero,topk_0.1,0.6508152173913044,0.5133351476170978,0.47999999564800006,79621.1328125
8,64,replicate,2,zero,topk_0.05,0.6467391304347826,0.511268113907062,0.4705882309880815,145840.828125
8,64,replicate,2,mean_impute,mean,0.8355978260869565,0.6699347395450714,0.6274509760861208,1.4892563819885254
8,64,replicate,2,mean_impute,max,0.7377717391304348,0.47607741364872447,0.6060606010651974,150.4405517578125
8,64,replicate,2,mean_impute,topk_0.1,0.8233695652173912,0.6387173928582597,0.6274509760861208,7.3548736572265625
8,64,replicate,2,mean_impute,topk_0.05,0.8220108695652174,0.6192659349735055,0.6222222176395062,12.055091857910156
8,112,reflect,0,zero,mean,0.4157608695652174,0.2303945152853507,0.4155844122921235,14.036980628967285
8,112,reflect,0,zero,max,0.3872282608695652,0.21977296236766378,0.4155844122921235,2525.36962890625
8,112,reflect,0,zero,topk_0.1,0.38179347826086957,0.21905436643929815,0.4102564069953978,93.01197814941406
8,112,reflect,0,zero,topk_0.05,0.3817934782608695,0.21827193273772244,0.4102564069953978,148.40379333496094
8,112,reflect,0,mean_impute,mean,0.5842391304347826,0.34721807098587454,0.45714285361632656,2.325202226638794
8,112,reflect,0,mean_impute,max,0.5421195652173914,0.3780550036745046,0.4615384572781066,186.79193115234375
8,112,reflect,0,mean_impute,topk_0.1,0.5733695652173914,0.3365772962321585,0.47761193666295393,14.917133331298828
8,112,reflect,0,mean_impute,topk_0.05,0.5815217391304348,0.33474472099030556,0.47761193666295393,24.045333862304688
8,112,reflect,1,zero,mean,0.40489130434782605,0.21898095701649634,0.44444444027434843,653.8301391601562
8,112,reflect,1,zero,max,0.3994565217391304,0.21655815030335535,0.4347826051333754,63466.38671875
8,112,reflect,1,zero,topk_0.1,0.40217391304347827,0.21810007305371581,0.44444444027434843,5363.54296875
8,112,reflect,1,zero,topk_0.05,0.4048913043478261,0.21890860479974755,0.44444444027434843,9242.759765625
8,112,reflect,1,mean_impute,mean,0.5434782608695652,0.3002965889337861,0.4687499962500001,1.8791974782943726
8,112,reflect,1,mean_impute,max,0.5516304347826086,0.28412338474602733,0.49999999555555563,123.409423828125
8,112,reflect,1,mean_impute,topk_0.1,0.5122282608695652,0.2694716417679726,0.4516128993964621,11.597521781921387
8,112,reflect,1,mean_impute,topk_0.05,0.5054347826086957,0.26611500203265176,0.45901638957269564,18.58150291442871
8,112,reflect,2,zero,mean,0.6372282608695652,0.5235273930937911,0.4999999950000001,59563.60546875
8,112,reflect,2,zero,max,0.6195652173913042,0.5144477836378534,0.4848484798530762,10921484.0
8,112,reflect,2,zero,topk_0.1,0.6358695652173914,0.521123546939945,0.4999999950000001,541688.5
8,112,reflect,2,zero,topk_0.05,0.6358695652173914,0.521123546939945,0.4999999950000001,990160.0
8,112,reflect,2,mean_impute,mean,0.6725543478260869,0.4548214470731417,0.5405405356318481,1.7515382766723633
8,112,reflect,2,mean_impute,max,0.6263586956521738,0.37129146025467624,0.48387096391259105,130.37677001953125
8,112,reflect,2,mean_impute,topk_0.1,0.6589673913043479,0.4086923142721936,0.5128205079815912,10.215859413146973
8,112,reflect,2,mean_impute,topk_0.05,0.6548913043478262,0.3994104929329219,0.5128205079815912,16.94513511657715
8,112,replicate,0,zero,mean,0.34375,0.20472399853691803,0.4102564069953978,11.765975952148438
8,112,replicate,0,zero,max,0.2921195652173913,0.19254745573879678,0.4102564069953978,2087.748779296875
8,112,replicate,0,zero,topk_0.1,0.3274456521739131,0.20100823918518457,0.4102564069953978,76.43997192382812
8,112,replicate,0,zero,topk_0.05,0.31385869565217395,0.1977480054602518,0.4102564069953978,122.52467346191406
8,112,replicate,0,mean_impute,mean,0.5027173913043478,0.2750951428266619,0.43835616096078067,2.040332555770874
8,112,replicate,0,mean_impute,max,0.4375,0.23038149200255345,0.42424242056932976,116.79913330078125
8,112,replicate,0,mean_impute,topk_0.1,0.5584239130434783,0.3001307518061122,0.43999999564800013,14.041232109069824
8,112,replicate,0,mean_impute,topk_0.05,0.5475543478260869,0.2963585571293061,0.44444444027434843,22.31782341003418
8,112,replicate,1,zero,mean,0.38858695652173914,0.2124592407706774,0.4347826051333754,131.81619262695312
8,112,replicate,1,zero,max,0.3872282608695652,0.21206185219395934,0.4285714250448981,24798.92578125
8,112,replicate,1,zero,topk_0.1,0.38315217391304346,0.21092957616660044,0.4347826051333754,1054.1241455078125
8,112,replicate,1,zero,topk_0.05,0.3845108695652174,0.21142992517119888,0.43243242904309714,1682.4971923828125
8,112,replicate,1,mean_impute,mean,0.6046195652173914,0.3187577647933378,0.5116279023039481,1.6803635358810425
8,112,replicate,1,mean_impute,max,0.6915760869565217,0.3677109005460289,0.5999999952,116.58866119384766
8,112,replicate,1,mean_impute,topk_0.1,0.6046195652173914,0.31352168070347386,0.5238095190929706,9.77226448059082
8,112,replicate,1,mean_impute,topk_0.05,0.6005434782608696,0.3082432157191249,0.5238095190929706,15.949322700500488
8,112,replicate,2,zero,mean,0.6277173913043478,0.49714382964761383,0.49999999555555563,139454.015625
8,112,replicate,2,zero,max,0.626358695652174,0.4935233783015952,0.49999999555555563,27638368.0
8,112,replicate,2,zero,topk_0.1,0.6277173913043478,0.4950473563619032,0.49999999555555563,1255080.875
8,112,replicate,2,zero,topk_0.05,0.626358695652174,0.49466856848311536,0.49999999555555563,2255725.0
8,112,replicate,2,mean_impute,mean,0.6032608695652174,0.3223498267083793,0.48275861669441145,1.6513253450393677
8,112,replicate,2,mean_impute,max,0.5923913043478262,0.29313918190091287,0.49180327481859726,146.7484130859375
8,112,replicate,2,mean_impute,topk_0.1,0.5584239130434783,0.2918726638129528,0.490566033520826,10.082250595092773
8,112,replicate,2,mean_impute,topk_0.05,0.5421195652173914,0.27854979941679214,0.4814814773113856,16.853403091430664
16,0,-,0,zero,mean,0.5597826086956522,0.30017310806863806,0.4888888843061729,17.553651809692383
16,0,-,0,zero,max,0.4877717391304348,0.2454659880902549,0.4637681123797522,2380.5048828125
16,0,-,0,zero,topk_0.1,0.5461956521739131,0.2750208130098417,0.4897959139691795,112.3267593383789
16,0,-,0,zero,topk_0.05,0.5353260869565217,0.26634297024549874,0.4897959139691795,179.5069580078125
16,0,-,0,mean_impute,mean,0.7676630434782609,0.5566894257703081,0.5853658488994646,2.5218710899353027
16,0,-,0,mean_impute,max,0.5461956521739131,0.37493767879626116,0.4666666627555556,175.6475372314453
16,0,-,0,mean_impute,topk_0.1,0.7853260869565217,0.5694386087388805,0.6190476143310658,14.779815673828125
16,0,-,0,mean_impute,topk_0.05,0.7934782608695652,0.5798586796545931,0.6285714236081633,24.98052406311035
16,0,-,1,zero,mean,0.40625,0.22195197317847143,0.43243242904309714,233.7350616455078
16,0,-,1,zero,max,0.41032608695652173,0.24087689928160966,0.4266666633102223,38585.50390625
16,0,-,1,zero,topk_0.1,0.41032608695652173,0.22301052381602132,0.43243242904309714,1917.0657958984375
16,0,-,1,zero,topk_0.05,0.40896739130434784,0.22258912728473723,0.43243242904309714,3352.215576171875
16,0,-,1,mean_impute,mean,0.6630434782608696,0.3938550196156919,0.5384615342011835,2.0882351398468018
16,0,-,1,mean_impute,max,0.5760869565217391,0.35104690136701633,0.45614034683902743,129.5221405029297
16,0,-,1,mean_impute,topk_0.1,0.654891304347826,0.32718993948877856,0.5333333287506173,11.70840072631836
16,0,-,1,mean_impute,topk_0.05,0.6385869565217391,0.31340607918619157,0.5306122404997917,17.9626407623291
16,0,-,2,zero,mean,0.49592391304347827,0.3745347280967141,0.4444444409876544,5051.607421875
16,0,-,2,zero,max,0.48641304347826086,0.39264978888302093,0.4444444409876544,1142041.875
16,0,-,2,zero,topk_0.1,0.4932065217391305,0.37268605593554194,0.4444444409876544,46836.5390625
16,0,-,2,zero,topk_0.05,0.4918478260869566,0.372368566820883,0.4444444409876544,87505.9375
16,0,-,2,mean_impute,mean,0.7445652173913044,0.5971974135038467,0.5714285667120181,1.460240364074707
16,0,-,2,mean_impute,max,0.6997282608695652,0.501510501485886,0.5517241329845423,51.57529067993164
16,0,-,2,mean_impute,topk_0.1,0.7309782608695652,0.5881477299751756,0.5365853610945867,6.244490146636963
16,0,-,2,mean_impute,topk_0.05,0.7418478260869565,0.5964803684978919,0.5714285664653063,9.123025894165039
16,64,reflect,0,zero,mean,0.45652173913043476,0.24464426926591906,0.43243242904309714,15.60176944732666
16,64,reflect,0,zero,max,0.4592391304347826,0.23879229666094348,0.4516128993964621,3035.37646484375
16,64,reflect,0,zero,topk_0.1,0.43885869565217395,0.23598746019708447,0.43243242904309714,99.81169891357422
16,64,reflect,0,zero,topk_0.05,0.4279891304347826,0.2303611409462273,0.4210526282548477,158.1314697265625
16,64,reflect,0,mean_impute,mean,0.5652173913043479,0.3434316743284135,0.4444444409876544,2.390003204345703
16,64,reflect,0,mean_impute,max,0.53125,0.3940002418004848,0.43333332942222236,193.9849853515625
16,64,reflect,0,mean_impute,topk_0.1,0.5774456521739131,0.34165344578541107,0.4705882316955018,15.069551467895508
16,64,reflect,0,mean_impute,topk_0.05,0.5991847826086957,0.3474731234656817,0.5161290284287201,24.974096298217773
16,64,reflect,1,zero,mean,0.39945652173913043,0.22094795251407323,0.43243242904309714,313.2999267578125
16,64,reflect,1,zero,max,0.3953804347826087,0.21955537710016315,0.43243242904309714,55433.921875
16,64,reflect,1,zero,topk_0.1,0.3967391304347826,0.22020684579470567,0.43243242904309714,2617.622802734375
16,64,reflect,1,zero,topk_0.05,0.39538043478260865,0.21978511839929404,0.43243242904309714,4633.48779296875
16,64,reflect,1,mean_impute,mean,0.5230978260869565,0.3165934038108436,0.43243242904309714,2.0551199913024902
16,64,reflect,1,mean_impute,max,0.4035326086956521,0.2440115846345715,0.4210526282548477,169.68345642089844
16,64,reflect,1,mean_impute,topk_0.1,0.4904891304347826,0.2597773625683315,0.43243242904309714,12.373766899108887
16,64,reflect,1,mean_impute,topk_0.05,0.4864130434782609,0.2590499866494912,0.43243242904309714,20.04549217224121
16,64,reflect,2,zero,mean,0.49048913043478265,0.40056849808798345,0.4266666633102223,4654.1240234375
16,64,reflect,2,zero,max,0.4877717391304348,0.40118820493638846,0.43243242904309714,1046954.1875
16,64,reflect,2,zero,topk_0.1,0.48777173913043476,0.3991480435425289,0.4266666633102223,42724.25390625
16,64,reflect,2,zero,topk_0.05,0.48641304347826086,0.3988416709935093,0.4266666633102223,79181.5859375
16,64,reflect,2,mean_impute,mean,0.6684782608695652,0.5080847179648795,0.5333333283555556,1.6964882612228394
16,64,reflect,2,mean_impute,max,0.6684782608695652,0.3910791824065031,0.5416666622222223,94.91786193847656
16,64,reflect,2,mean_impute,topk_0.1,0.6970108695652174,0.5111533178522982,0.5714285667120181,7.916779518127441
16,64,reflect,2,mean_impute,topk_0.05,0.7038043478260869,0.5195371757814347,0.5714285667120181,12.26803207397461
16,64,replicate,0,zero,mean,0.41983695652173914,0.2284791872831939,0.4266666633102223,12.5354585647583
16,64,replicate,0,zero,max,0.3654891304347826,0.20881312678869934,0.4179104441256406,2542.91796875
16,64,replicate,0,zero,topk_0.1,0.3804347826086957,0.2143708078838847,0.4210526282548477,80.73652648925781
16,64,replicate,0,zero,topk_0.05,0.3763586956521739,0.21275177252718488,0.4210526282548477,128.15919494628906
16,64,replicate,0,mean_impute,mean,0.5380434782608696,0.3111538515601292,0.4507042218607419,2.1507768630981445
16,64,replicate,0,mean_impute,max,0.4728260869565218,0.2652572727317354,0.44067796214880783,153.82156372070312
16,64,replicate,0,mean_impute,topk_0.1,0.53125,0.316162430224839,0.45714285361632656,13.3191556930542
16,64,replicate,0,mean_impute,topk_0.05,0.5230978260869565,0.30178056824333077,0.43243242904309714,21.128618240356445
16,64,replicate,1,zero,mean,0.3872282608695652,0.2129899393985912,0.4347826051333754,166.0880126953125
16,64,replicate,1,zero,max,0.3845108695652174,0.21185060536202166,0.4347826051333754,28718.740234375
16,64,replicate,1,zero,topk_0.1,0.38315217391304346,0.21156058806166278,0.4347826051333754,1345.1824951171875
16,64,replicate,1,zero,topk_0.05,0.3804347826086956,0.21057776634516173,0.4347826051333754,2354.596435546875
16,64,replicate,1,mean_impute,mean,0.6141304347826086,0.3139000638263375,0.5185185143484226,1.914467453956604
16,64,replicate,1,mean_impute,max,0.6508152173913043,0.3465341926157862,0.5365853610945867,172.35813903808594
16,64,replicate,1,mean_impute,topk_0.1,0.5991847826086957,0.30092121215656953,0.5106382933816206,11.557214736938477
16,64,replicate,1,mean_impute,topk_0.05,0.5978260869565217,0.3027767978495856,0.519999995648,18.47882843017578
16,64,replicate,2,zero,mean,0.6059782608695652,0.4827930656627943,0.46666666168888893,24965.822265625
16,64,replicate,2,zero,max,0.5964673913043479,0.4794815270108752,0.46666666168888893,4805058.5
16,64,replicate,2,zero,topk_0.1,0.6046195652173912,0.4803816215951451,0.46666666168888893,226329.875
16,64,replicate,2,zero,topk_0.05,0.6019021739130435,0.479210412558224,0.46666666168888893,417497.5625
16,64,replicate,2,mean_impute,mean,0.7472826086956521,0.5717701157226146,0.5853658488994646,1.5360398292541504
16,64,replicate,2,mean_impute,max,0.7010869565217391,0.4180596950275405,0.5641025592636425,112.51179504394531
16,64,replicate,2,mean_impute,topk_0.1,0.7391304347826086,0.5335973841751153,0.5384615342011835,7.283458709716797
16,64,replicate,2,mean_impute,topk_0.05,0.75,0.5042055678419616,0.5531914848709825,11.386299133300781
16,112,reflect,0,zero,mean,0.42663043478260876,0.23396392874151295,0.4266666633102223,16.336233139038086
16,112,reflect,0,zero,max,0.41983695652173914,0.22866955768712022,0.4155844122921235,2675.6171875
16,112,reflect,0,zero,topk_0.1,0.3953804347826087,0.22088117157845388,0.4155844122921235,105.3428726196289
16,112,reflect,0,zero,topk_0.05,0.38315217391304346,0.2161095868881073,0.4155844122921235,166.918701171875
16,112,reflect,0,mean_impute,mean,0.5353260869565217,0.32084698491277985,0.45714285361632656,2.540199041366577
16,112,reflect,0,mean_impute,max,0.5230978260869564,0.37294895724131694,0.44067796214880783,199.96661376953125
16,112,reflect,0,mean_impute,topk_0.1,0.5475543478260869,0.32103073478366995,0.4848484811753903,16.085939407348633
16,112,reflect,0,mean_impute,topk_0.05,0.5652173913043478,0.3404741003933148,0.47761193666295393,26.278121948242188
16,112,reflect,1,zero,mean,0.40217391304347827,0.21787062275961,0.43835616096078067,375.59912109375
16,112,reflect,1,zero,max,0.39402173913043476,0.21668412848452437,0.4266666633102223,54747.125
16,112,reflect,1,zero,topk_0.1,0.4008152173913044,0.21757600996499718,0.43835616096078067,3010.960205078125
16,112,reflect,1,zero,topk_0.05,0.39945652173913043,0.2172735296262192,0.43243242904309714,5124.0478515625
16,112,reflect,1,mean_impute,mean,0.5203804347826086,0.3225417996477662,0.4507042218607419,2.1009414196014404
16,112,reflect,1,mean_impute,max,0.49592391304347827,0.27479171593834273,0.44117646698961943,171.84979248046875
16,112,reflect,1,mean_impute,topk_0.1,0.5027173913043479,0.26368179448254986,0.4444444406550768,13.759777069091797
16,112,reflect,1,mean_impute,topk_0.05,0.5081521739130435,0.2658005071216399,0.4666666627555556,23.18657875061035
16,112,reflect,2,zero,mean,0.6358695652173914,0.49462567676706337,0.4848484798530762,164146.578125
16,112,reflect,2,zero,max,0.6331521739130436,0.49186894128986386,0.476190471473923,16693848.0
16,112,reflect,2,zero,topk_0.1,0.6345108695652174,0.4929916898389588,0.4736842056509695,1127860.0
16,112,reflect,2,zero,topk_0.05,0.6317934782608696,0.49108899640666015,0.4736842056509695,2029259.125
16,112,reflect,2,mean_impute,mean,0.6521739130434783,0.4208950725523025,0.4999999951020409,2.3443708419799805
16,112,reflect,2,mean_impute,max,0.6671195652173914,0.387420323666181,0.5172413753151012,224.18629455566406
16,112,reflect,2,mean_impute,topk_0.1,0.6331521739130435,0.3817159290606085,0.48387096391259105,12.086385726928711
16,112,reflect,2,mean_impute,topk_0.05,0.6345108695652174,0.38326055704177814,0.4848484811753903,19.808698654174805
16,112,replicate,0,zero,mean,0.35054347826086957,0.20443979234834028,0.4102564069953978,12.117782592773438
16,112,replicate,0,zero,max,0.3274456521739131,0.19759134881582377,0.4179104441256406,2850.49560546875
16,112,replicate,0,zero,topk_0.1,0.34646739130434784,0.20374092856901377,0.4102564069953978,78.3264389038086
16,112,replicate,0,zero,topk_0.05,0.33695652173913043,0.20121122198659042,0.4102564069953978,125.34307098388672
16,112,replicate,0,mean_impute,mean,0.46059782608695654,0.26177142741575854,0.4266666633102223,2.080014944076538
16,112,replicate,0,mean_impute,max,0.45516304347826086,0.23636479420726617,0.42424242056932976,136.3930206298828
16,112,replicate,0,mean_impute,topk_0.1,0.5040760869565217,0.2810514647203613,0.41935483488033304,14.110332489013672
16,112,replicate,0,mean_impute,topk_0.05,0.5149456521739131,0.2927942020867528,0.43333332942222236,23.132038116455078
16,112,replicate,1,zero,mean,0.3817934782608696,0.21125023619469546,0.44117646698961943,136.9709930419922
16,112,replicate,1,zero,max,0.3804347826086957,0.2105705244881508,0.4347826051333754,27001.208984375
16,112,replicate,1,zero,topk_0.1,0.38179347826086957,0.21103310638133665,0.43835616096078067,1032.7822265625
16,112,replicate,1,zero,topk_0.05,0.37907608695652173,0.21027662372277503,0.43835616096078067,1832.9512939453125
16,112,replicate,1,mean_impute,mean,0.577445652173913,0.3065264957599087,0.5098039172625914,1.7431739568710327
16,112,replicate,1,mean_impute,max,0.6657608695652174,0.3606860077909728,0.555555550617284,132.2921905517578
16,112,replicate,1,mean_impute,topk_0.1,0.5570652173913043,0.2870534583260565,0.5106382933816206,10.530153274536133
16,112,replicate,1,mean_impute,topk_0.05,0.5747282608695653,0.30022529238084295,0.4888888843061729,17.128826141357422
16,112,replicate,2,zero,mean,0.5706521739130435,0.4617730919745612,0.4545454505785124,279906.46875
16,112,replicate,2,zero,max,0.5692934782608695,0.4606430808186194,0.4545454505785124,52720888.0
16,112,replicate,2,zero,topk_0.1,0.5747282608695652,0.46377443639240373,0.4545454505785124,2523440.0
16,112,replicate,2,zero,topk_0.05,0.5747282608695652,0.46377443639240373,0.4545454505785124,4507178.5
16,112,replicate,2,mean_impute,mean,0.5040760869565217,0.290332319055851,0.4347826051333754,1.6461611986160278
16,112,replicate,2,mean_impute,max,0.5475543478260869,0.2734971963304764,0.4705882309880815,149.60926818847656
16,112,replicate,2,mean_impute,topk_0.1,0.46739130434782605,0.25265018627271785,0.44067796214880783,10.481468200683594
16,112,replicate,2,mean_impute,topk_0.05,0.45108695652173914,0.24354002002246544,0.44067796214880783,17.446048736572266
